,Gene,WT_K27me3,NSD1KO_K27me3,WT_K36me2,NSD1KO_K36me2,WT_K36me3,NSD1KO_K36me3,change_K27me3,change_K36me3,change_K36me2,LFC,tpm_Parental,tpm_NSD1KO
5437,Igf2bp2,0.021556127672485,0.013735547886106,0.3247024125101377,0.1451403886190164,0.0270867675570157,0.0364872997423234,-0.6501835785984493,0.4298061501527039,-1.1616690657313735,1.81492670905778,41.30084592085457,137.6295646484083
5438,Tbccd1,0.0067846374964368,0.0152685294962079,0.1373443400272568,0.0922695230563993,0.0396278733279907,0.0330445873484974,1.1702174841097637,-0.2621015657151181,-0.5738713535568185,0.496009145239472,15.533548077679823,21.29439990047884
5439,Dnajb11,0.0056310701268819,0.036693916550203,0.1316792286467085,0.0448730260270862,0.0783264358257011,0.0695561898469277,2.704059877037056,-0.1713204045451777,-1.553107408832172,0.739940548592555,48.97789798072085,78.96276672495404
5440,Fetub,0.0183014477460859,0.0883792374985606,0.29808253453163,0.0702379015928408,0.0101776527887291,0.0111966480204713,2.271749705933048,0.1376620126450558,-2.08539019727825,1.34022491366419,11.301811574079998,28.087945605583407
5441,Kng2,0.018867626849248,0.1079740904598124,0.3418468599656581,0.0208792825196762,0.0077375777994258,0.0028799579480529,2.5167002850217948,-1.4258342641517068,-4.033206131350068,4.58439877130936,0.0,1.5736546517447043
5442,St6gal1,0.018015261275239,0.1291662250712693,0.3071675455708233,0.0311517151708978,0.0127670309054053,0.003374135862723,2.8419373969394277,-1.919833080212748,-3.301642289783042,-1.61724860930014,14.150762871131988,4.112676516537901
5443,Bcl6,0.0481563987280829,0.1425831258491057,0.2257199583665914,0.0133937160140138,0.0121801609308419,0.0024281294166282,1.5660038421908709,-2.326615972218581,-4.074905799352259,-1.09216189438956,2.457173273344408,0.8849650850726385
5444,Lpp,0.0080906765321811,0.016474046418897,0.2512179220793922,0.1610799862165083,0.0105072823039492,0.0145984923865015,1.0258627097639843,0.4744298207984222,-0.64116213692663,2.48043085927022,15.532103788897077,81.68871258373011
5445,P3h2,0.0269217345015106,0.120525352564482,0.163237054454502,0.0046447890389254,0.0031048584740914,0.0011398775145395,2.162493382588118,-1.4456487008817116,-5.135211700363855,-3.9036986872865,0.8020369171896918,0.0
5446,Il1rap,0.0216011013293114,0.1058171787749995,0.1363123054686341,0.0043690650787712,0.0031541235580404,0.0009976678787051,2.2923970842319963,-1.6606076458357046,-4.963447400375734,-1.68532553097552,0.79356565640222,0.1738308437080201
5447,Mb21d2,0.0067609460739311,0.0166169960563864,0.2977993913557162,0.1434179579417204,0.0222228021321277,0.0266683923811299,1.2973625567387483,0.2630901178013568,-1.0541151243107816,1.45749644055592,35.33536282096977,91.88337677452868
